zone,param,timestamp,value
Mundka,NO2,2026-06-15 10:00:00,78.8
Mundka,NO2,2026-06-15 11:00:00,82.0
Mundka,NO2,2026-06-15 12:00:00,73.8
Mundka,NO2,2026-06-15 13:00:00,77.3
Mundka,NO2,2026-06-15 14:00:00,66.9
Mundka,NO2,2026-06-15 15:00:00,59.1
Mundka,NO2,2026-06-15 16:00:00,68.0
Mundka,NO2,2026-06-15 17:00:00,74.4
Mundka,NO2,2026-06-15 18:00:00,78.1
Mundka,NO2,2026-06-15 19:00:00,86.8
Mundka,NO2,2026-06-15 20:00:00,103.3
Mundka,NO2,2026-06-15 21:00:00,100.5
Mundka,NO2,2026-06-15 22:00:00,137.7
Mundka,NO2,2026-06-15 23:00:00,115.2
Mundka,NO2,2026-06-16 00:00:00,106.7
Mundka,NO2,2026-06-16 01:00:00,108.7
Mundka,NO2,2026-06-16 02:00:00,101.5
Mundka,NO2,2026-06-16 03:00:00,94.4
Mundka,NO2,2026-06-16 04:00:00,88.8
Mundka,NO2,2026-06-16 05:00:00,93.8
Mundka,NO2,2026-06-16 06:00:00,110.6
Mundka,NO2,2026-06-16 07:00:00,114.1
Mundka,NO2,2026-06-16 08:00:00,96.4
Mundka,NO2,2026-06-16 09:00:00,85.8
Mundka,NO2,2026-06-16 10:00:00,44.2
Mundka,NO2,2026-06-16 11:00:00,
Mundka,NO2,2026-06-16 12:00:00,60.0
Mundka,NO2,2026-06-16 13:00:00,66.3
Mundka,NO2,2026-06-16 14:00:00,69.1
Mundka,NO2,2026-06-16 15:00:00,67.1
Mundka,NO2,2026-06-16 16:00:00,62.7
Mundka,NO2,2026-06-16 17:00:00,20.4
Mundka,NO2,2026-06-16 18:00:00,49.6
Mundka,NO2,2026-06-16 19:00:00,74.7
Mundka,NO2,2026-06-16 20:00:00,70.7
Mundka,NO2,2026-06-16 21:00:00,72.4
Mundka,NO2,2026-06-16 22:00:00,76.7
Mundka,NO2,2026-06-16 23:00:00,84.7
